Date,Time,milisecond,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,
2019-5-16,9h58m56s,944ms,25.5775,27.7862,1.29549,1372,2.11337,400,0.00318914,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m57s,131ms,25.5775,27.7862,1.29549,1372,2.11337,400,0.00318914,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m57s,318ms,25.4773,27.7862,1.29549,1372,2.11337,400,0.00318914,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m57s,505ms,25.4773,27.7862,1.32601,1372,2.11337,400,0.00318914,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m57s,692ms,25.4773,27.7862,1.32601,1372,2.11337,400,0.00318914,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m57s,880ms,25.4773,27.7862,1.32601,1372,2.11337,400,0.00334173,1000,0.00453956,1768,20,1820,
2019-5-16,9h58m58s,67ms,25.4773,27.7862,1.32601,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h58m58s,254ms,25.5775,27.7862,1.32601,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h58m58s,441ms,25.5775,27.8938,1.29244,1372,2.11337,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h58m58s,628ms,25.5775,27.8938,1.29244,1372,2.15915,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h58m58s,816ms,25.5775,27.8938,1.29244,1372,2.15915,400,0.00315862,1000,0.00423438,1768,20,1820,
2019-5-16,9h58m59s,3ms,25.5775,27.8938,1.29244,1372,2.15915,400,0.00315862,1000,0.00446326,1768,20,1820,
2019-5-16,9h58m59s,190ms,25.6778,27.8938,1.29244,1372,2.15915,400,0.00315862,1000,0.00446326,1768,20,1820,
2019-5-16,9h58m59s,377ms,25.6778,27.7862,1.32296,1372,2.15915,400,0.00315862,1000,0.00446326,1768,20,1820,
